tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:05:09:00:00.00	343.5		g	-56.2	4.037e-07	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:05:11:16:00.00	345.5		g	-49.1	3.412e-07	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.0	2019:01:05:13:49:00.00	340.0		g	-48.6	2.379e-07	6	3	u	2.730e+02	SAN	0	0	0	0	5.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.9	2019:01:05:15:35:00.00	336.2	average of multiple measurements	g	-50.2	2.446e-07	7	2.0	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.5	2019:01:05:17:41:00.00	334.0		g	-62.4	3.363e-07	8	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:06:08:14:00.00	340.3		g	-65.3	3.144e-07	9	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.230e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:06:10:31:00.00	341.3		g	-49.5	2.102e-07	10	3	u	2.730e+02	SAN	0	0	0	0	6.230e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:06:12:37:00.00	334.8		g	-48.9	1.843e-07	11	3	u	2.730e+02	SAN	0	0	0	0	6.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:06:14:44:00.00	340.4		g	-65.1	2.814e-07	12	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:06:16:50:00.00	342.2		g	-66.1	3.000e-07	13	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:07:09:54:00.00	343.8		g	-69.1	2.905e-07	14	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.030e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.9	2019:01:07:12:07:00.00	334.4		g	-48.5	1.581e-07	15	3	u	2.730e+02	SAN	0	0	0	0	7.030e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.4	2019:01:07:14:25:00.00	337.8	average of multiple measurements	g	-49.6	1.277e-07	16	2.0	u	2.730e+02	SAN	0	0	0	0	7.330e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:16:58:00.00	337.8		g	-71.8	2.659e-07	17	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:07:18:59:00.00	334.4		g	-74.9	2.841e-07	18	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:21:24:00.00	336.5		g	-79.6	2.972e-07	19	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.630e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.2	2019:01:08:09:29:00.00	334.8		g	-50.8	9.080e-08	20	3	u	2.730e+02	SAN	0	0	0	0	7.630e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.1	2019:01:08:11:32:00.00	339.3		g	-49.7	6.713e-08	21	3	u	2.730e+02	SAN	0	0	0	0	7.830e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:08:13:30:00.00	338.1		g	-80.1	2.737e-07	22	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:08:15:29:00.00	336.9		g	-82.1	3.146e-07	23	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:09:08:18:00.00	333.9		g	-86.2	3.230e-07	24	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.030e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:09:10:33:00.00	341.8		g	-55.6	4.227e-08	25	3	u	2.730e+02	SAN	0	0	0	0	8.030e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:09:12:40:00.00	331.4		g	-57.5	2.061e-08	26	3	u	2.730e+02	SAN	0	0	0	0	8.180e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:14:34:00.00	298.2		g	-87.4	2.789e-07	27	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:16:36:00.00	351.6		g	-87.0	3.287e-07	28	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.180e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:18:36:00.00	345.3		g	-89.7	3.468e-07	29	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.330e+02
zhang	This study	aniakchak	NA02-10Fi	NA02-10F	NA02-10Fi		NA02-10Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:10:09:04:00.00	344.2		g	-53.3	1.300e-08	30	3	u	2.730e+02	SAN	0	0	0	0	8.330e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:04:10:59:00.00	346.2		g	7.8	2.939e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:04:13:49:00.00	347.8		g	6.7	2.889e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:04:16:06:00.00	347.7		g	6.1	2.869e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:05:09:09:00.00	348.0		g	3.1	2.699e-07	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:05:11:23:00.00	345.7		g	5.6	2.688e-07	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	2.0	2019:01:05:13:57:00.00	346.2		g	5.6	1.599e-07	6	3	u	2.730e+02	SAN	0	0	0	0	5.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.0	2019:01:05:15:39:00.00	348.4		g	2.9	1.588e-07	7	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:05:17:44:00.00	349.1		g	-23.7	1.632e-07	8	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:06:08:21:00.00	349.6		g	-57.2	1.454e-07	9	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.230e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.5	2019:01:06:10:35:00.00	350.1		g	2.9	7.501e-08	10	3	u	2.730e+02	SAN	0	0	0	0	6.230e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.5	2019:01:06:12:41:00.00	348.8		g	6.1	4.962e-08	11	3	u	2.730e+02	SAN	0	0	0	0	6.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:06:14:47:00.00	359.9		g	-72.0	1.456e-07	12	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:06:16:53:00.00	356.4		g	-77.6	1.846e-07	13	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:09:57:00.00	4.3		g	-81.6	2.131e-07	14	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.030e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	2.1	2019:01:07:12:10:00.00	349.3	average of multiple measurements	g	1.3	3.898e-08	15	2.0	u	2.730e+02	SAN	0	0	0	0	7.030e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.7	2019:01:07:14:28:00.00	347.8		g	5.8	2.782e-08	16	3	u	2.730e+02	SAN	0	0	0	0	7.330e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:17:01:00.00	8.5		g	-84.5	2.077e-07	17	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:19:03:00.00	13.9		g	-84.2	2.137e-07	18	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:21:27:00.00	18.7		g	-87.1	2.354e-07	19	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.630e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.1	2019:01:08:09:34:00.00	352.7	average of multiple measurements	g	11.1	1.643e-08	20	2.0	u	2.730e+02	SAN	0	0	0	0	7.630e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	3.1	2019:01:08:11:37:00.00	346.8	average of multiple measurements	g	14.9	1.340e-08	21	2.0	u	2.730e+02	SAN	0	0	0	0	7.830e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:13:33:00.00	59.3		g	-88.5	2.176e-07	22	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:15:31:00.00	40.9		g	-88.2	2.292e-07	23	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:09:08:19:00.00	45.6		g	-88.2	2.343e-07	24	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.030e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:09:10:34:00.00	359.0		g	9.9	6.377e-09	25	3	u	2.730e+02	SAN	0	0	0	0	8.030e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:09:12:41:00.00	314.1		g	-8.3	6.116e-09	26	3	u	2.730e+02	SAN	0	0	0	0	8.180e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:14:34:00.00	12.4		g	-89.3	2.275e-07	27	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:16:36:00.00	101.2		g	-88.4	2.425e-07	28	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.180e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:18:36:00.00	93.3		g	-88.9	2.404e-07	29	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.330e+02
zhang	This study	aniakchak	NA02-70Ga	NA02-70G	NA02-70Ga		NA02-70Ga:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:10:09:05:00.00	317.9		g	7.3	5.064e-09	30	3	u	2.730e+02	SAN	0	0	0	0	8.330e+02
zhang	This study	aniakchak	NA02-70Gb	NA02-70G	NA02-70Gb		NA02-70Gb:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:04:11:00:00.00	50.8		g	-36.4	1.123e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA02-70Gb	NA02-70G	NA02-70Gb		NA02-70Gb:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:04:13:49:00.00	53.7		g	-35.5	1.105e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
